iter	MultiClass
182	1.489217499
183	1.489059612
184	1.488939441
185	1.48883301
186	1.488763358
187	1.488618676
188	1.488541607
189	1.488266451
190	1.488169885
191	1.487951785
192	1.487826588
193	1.487721666
194	1.487564747
195	1.48750937
196	1.487406255
197	1.487300396
198	1.487224824
199	1.486942551
200	1.48679192
201	1.486579446
202	1.486474638
203	1.486278393
204	1.486181848
205	1.486152945
206	1.48603497
207	1.485957282
208	1.485726309
209	1.485592388
210	1.485493566
211	1.485372122
212	1.485297941
213	1.485195644
214	1.48505334
215	1.484990903
216	1.484782594
217	1.48473682
218	1.484580768
219	1.484418716
220	1.484250601
221	1.484200102
222	1.48405371
223	1.483871896
224	1.483747342
225	1.483471014
226	1.483419412
227	1.483217117
228	1.483141308
229	1.48306046
230	1.482970422
231	1.482864777
232	1.482678637
233	1.482594559
234	1.482565754
235	1.482483461
236	1.482344088
237	1.482306143
238	1.482270705
239	1.482027385
240	1.481956346
241	1.481868591
242	1.481772315
243	1.481514496
244	1.481258797
245	1.481127123
246	1.48100498
247	1.480949436
248	1.480801489
249	1.480722441
250	1.480691138
251	1.480608523
252	1.480405756
253	1.480355124
254	1.480110666
255	1.479998489
256	1.479904324
257	1.479687674
258	1.479580997
259	1.479522339
260	1.479444341
261	1.479256683
262	1.479225316
263	1.479062307
264	1.4790244
265	1.478856668
266	1.478765081
267	1.478696169
268	1.478596349
269	1.478540271
270	1.478444028
271	1.47841734
272	1.478330141
273	1.478232109
274	1.478151367
275	1.478085146
276	1.477980639
277	1.477851129
278	1.477758796
279	1.477687277
280	1.477608795
281	1.477404267
282	1.477300245
283	1.477259106
284	1.477030898
285	1.477020792
286	1.47697801
287	1.476920195
288	1.476840337
289	1.476791198
290	1.476723042
291	1.47650516
292	1.476337807
293	1.476283394
294	1.476167975
295	1.476128358
296	1.476016985
297	1.475961028
298	1.475906028
299	1.475849502
300	1.475806926
301	1.475720885
302	1.475660038
303	1.475595268
304	1.475577893
305	1.475530014
306	1.475496493
307	1.475443965
308	1.475302695
309	1.47525537
310	1.475165026
311	1.4750893
312	1.474944916
313	1.474865244
314	1.474835179
315	1.474711186
316	1.474640027
317	1.474564767
318	1.474464665
319	1.474289411
320	1.474234481
321	1.47413228
322	1.474052706
323	1.473945989
324	1.473816463
325	1.473759551
326	1.473618001
327	1.473536185
328	1.473448381
329	1.473402361
330	1.473356411
331	1.47327835
332	1.473240861
333	1.473202943
334	1.473107639
335	1.472950912
336	1.472898468
337	1.472837099
338	1.472770463
339	1.472730927
340	1.472644475
341	1.472560694
342	1.472453726
343	1.472416744
344	1.472379032
345	1.472270054
346	1.472086018
347	1.471967667
348	1.471871333
349	1.471859139
350	1.471784573
351	1.471667336
352	1.471643488
353	1.471588982
354	1.471530091
355	1.471419866
356	1.471390638
357	1.471324569
358	1.471258977
359	1.471215891
360	1.471157669
361	1.471108584
362	1.471034177
363	1.470897879
364	1.470835046
365	1.470737243
366	1.470587401
367	1.470462747
368	1.470370519
369	1.470294562
370	1.470195719
371	1.470095106
372	1.470053244
373	1.469903698
374	1.469805234
375	1.469685246
376	1.46959946
377	1.469560257
378	1.469447755
379	1.469402875
380	1.469257453
381	1.469240851
382	1.469192171
383	1.469104412
384	1.46902208
385	1.468953082
386	1.46886644
387	1.46885178
388	1.468804214
389	1.468687014
390	1.468625785
391	1.46861035
392	1.468584644
393	1.468486623
394	1.468362211
395	1.468282604
396	1.468236079
397	1.468191098
398	1.468123171
399	1.468089494
400	1.467990269
401	1.46790937
402	1.467861678
403	1.467731292
404	1.467670161
405	1.467540547
406	1.467450531
407	1.467380769
408	1.467352716
409	1.467249642
410	1.467179515
411	1.467010583
412	1.46689806
413	1.466855001
414	1.46676938
415	1.466708234
416	1.466606943
417	1.466469795
418	1.466344262
419	1.466131261
420	1.466059955
421	1.465997378
422	1.465936221
423	1.465893419
424	1.4656268
425	1.465538911
426	1.465367665
427	1.465228096
428	1.465125221
429	1.465081724
430	1.465029998
431	1.464935679
432	1.464862704
433	1.464629487
434	1.464526562
435	1.464463173
436	1.464279562
437	1.46424133
438	1.464154493
439	1.464117541
440	1.464040435
441	1.463961637
442	1.463898727
443	1.463878623
444	1.463833487
445	1.46380073
446	1.463743986
447	1.463674344
448	1.463599955
449	1.463494393
450	1.463466489
451	1.463424639
452	1.463261734
453	1.463153051
454	1.463094325
455	1.463061918
456	1.462969968
457	1.462877852
458	1.462862324
459	1.462826343
460	1.462686352
461	1.462609598
462	1.462572054
463	1.462549057
464	1.462542959
465	1.462531371
466	1.462514469
467	1.46242362
468	1.462204067
469	1.46214265
470	1.462098574
471	1.461979235
472	1.461870658
473	1.461790464
474	1.461723532
475	1.461643513
476	1.461535958
477	1.461490377
478	1.461444246
479	1.461378539
480	1.461176207
481	1.461140778
482	1.461046603
483	1.460913511
484	1.460881576
485	1.460751991
486	1.460643311
487	1.460514073
488	1.460422206
489	1.460336667
490	1.460309717
491	1.460167309
492	1.459982007
493	1.459926212
494	1.459899368
495	1.459842179
496	1.459724538
497	1.45965885
498	1.459641085
499	1.459610974
500	1.459521402
501	1.459427872
502	1.459366884
503	1.459274593
504	1.459244962
505	1.459191629
506	1.459111336
507	1.459059757
508	1.458953316
509	1.458870389
510	1.458807182
511	1.458798111
512	1.45873342
513	1.458677244
514	1.458443792
515	1.458376721
516	1.458357318
517	1.458314267
518	1.458199858
519	1.458124709
520	1.458089515
521	1.457990156
522	1.457918397
523	1.457815584
524	1.457787855
525	1.457773753
526	1.457739107
527	1.457698498
528	1.457641116
529	1.457542258
530	1.457488104
531	1.45740307
532	1.457381726
533	1.457255176
534	1.457199644
535	1.457161688
536	1.457086397
537	1.457029957
538	1.456798456
539	1.456725367
540	1.456664115
541	1.456577485
542	1.456474613
543	1.456457446
544	1.456386927
545	1.456331711
546	1.456287057
547	1.456194099
548	1.456169148
549	1.456094958
550	1.456031572
551	1.455983012
552	1.455861958
553	1.455833905
554	1.455778901
555	1.455630584
556	1.4555529
557	1.45548781
558	1.455425721
559	1.455399317
560	1.455323705
561	1.455285095
562	1.455237313
563	1.455153142
564	1.455070272
565	1.454871234
566	1.454803708
567	1.454699911
568	1.454651047
569	1.454604005
570	1.454553546
571	1.454528653
572	1.454489191
573	1.454388483
574	1.45421721
575	1.454060702
576	1.453975364
577	1.453890517
578	1.453866991
579	1.453802437
580	1.45375906
581	1.453718495
582	1.453685202
583	1.453633646
584	1.453577593
585	1.453513801
586	1.453461921
587	1.453280721
588	1.453230085
589	1.453167628
590	1.453126934
591	1.453075042
592	1.453015831
593	1.45297372
594	1.452930547
595	1.452805025
596	1.452786556
597	1.452641581
598	1.452621917
599	1.452501823
600	1.452420341
601	1.452370223
602	1.45225054
603	1.452113675
604	1.452053993
605	1.452027719
606	1.451969936
607	1.451935341
608	1.451906709
609	1.451806198
610	1.451740935
611	1.451691178
612	1.45156958
613	1.451466364
614	1.451450701
615	1.451269545
616	1.451230555
617	1.451122349
618	1.451055038
619	1.450935279
620	1.450923664
621	1.450896918
622	1.45083251
623	1.450767923
624	1.450743346
625	1.450659006
626	1.450629194
627	1.450551866
628	1.450415385
629	1.450224746
630	1.450169055
631	1.450057212
632	1.450020105
633	1.449969926
634	1.449899276
635	1.449837042
636	1.449797957
637	1.449760004
638	1.449655987
639	1.449603288
640	1.44956715
641	1.449512588
642	1.449440508
643	1.449233584
644	1.449189578
645	1.4491123
646	1.449085317
647	1.449031
648	1.448989005
649	1.448900751
650	1.448818202
651	1.448700076
652	1.448606577
653	1.448576916
654	1.44844166
655	1.448401153
656	1.448339468
657	1.448260449
658	1.44819419
659	1.44812606
660	1.448094357
661	1.44808212
662	1.448028413
663	1.447848236
664	1.447831129
665	1.447736701
666	1.447664552
667	1.447595399
668	1.44753127
669	1.447388367
670	1.447345385
671	1.447222828
672	1.447185079
673	1.447038149
674	1.446980125
675	1.446953465
676	1.446854105
677	1.446812083
678	1.446557423
679	1.446532577
680	1.446458611
681	1.446381407
682	1.446340395
683	1.446243361
684	1.446161672
685	1.446006232
686	1.445905212
687	1.445855553
688	1.445801181
689	1.445709599
690	1.445597954
691	1.445532084
692	1.44546874
693	1.445372555
694	1.445220975
695	1.445086774
696	1.445005683
697	1.444916945
698	1.444868891
699	1.444606775
700	1.444547025
701	1.44453067
702	1.444506902
703	1.444439002
704	1.44437693
705	1.444311856
706	1.444246603
707	1.444131877
708	1.444025471
709	1.443966492
710	1.443854818
711	1.443819257
712	1.443761019
713	1.443715908
714	1.443497178
715	1.443465334
716	1.443333034
717	1.443253658
718	1.443170444
719	1.443134282
720	1.442982047
721	1.442856097
722	1.442824105
723	1.442798444
724	1.44277302
725	1.442736677
726	1.442659889
727	1.442634046
728	1.442549567
729	1.442462812
730	1.442397681
731	1.442302158
732	1.442214686
733	1.442205407
734	1.442076757
735	1.442032623
736	1.441989827
737	1.44193264
738	1.441878243
739	1.441737762
740	1.441670634
741	1.441584814
742	1.441515136
743	1.441477063
744	1.441442277
745	1.441312671
746	1.441275185
747	1.441237484
748	1.441223287
749	1.441150063
750	1.441104473
751	1.441004909
752	1.440929265
753	1.44088939
754	1.440843242
755	1.440748948
756	1.44072862
757	1.440601303
758	1.440512509
759	1.440295055
760	1.440197816
761	1.440148395
762	1.440086891
763	1.440042093
764	1.439990054
765	1.43992044
766	1.439841063
767	1.439787725
768	1.439761404
769	1.439711911
770	1.439658452
771	1.439521597
772	1.439400174
773	1.439325826
774	1.439221262
775	1.439180604
776	1.439041487
777	1.439007017
778	1.438984943
779	1.438868328
780	1.438800899
781	1.438689803
782	1.43851799
783	1.438483304
784	1.438374784
785	1.438290395
786	1.43823565
787	1.438186072
788	1.4381599
789	1.438129682
790	1.438056878
791	1.437966408
792	1.437900535
793	1.437801758
794	1.437780029
795	1.437723785
796	1.43763079
797	1.437573548
798	1.437504027
799	1.437425076
800	1.437360885
801	1.437316925
802	1.437256944
803	1.437203395
804	1.437135322
805	1.43705387
806	1.436962356
807	1.436861266
808	1.436824586
809	1.436741006
810	1.436481401
811	1.436436188
812	1.436342176
813	1.436286039
814	1.436259673
815	1.436129362
816	1.436103216
817	1.436034542
818	1.436005184
819	1.435952214
820	1.435905737
821	1.435876243
822	1.435852101
823	1.435813567
824	1.435752857
825	1.435724243
826	1.435572548
827	1.435470918
828	1.435406895
829	1.435316285
830	1.435270651
831	1.43516957
832	1.435110073
833	1.435023712
834	1.43495815
835	1.43489407
836	1.434821542
837	1.434740585
838	1.43466338
839	1.4345882
840	1.434486768
841	1.434441529
842	1.434404019
843	1.434348064
844	1.434274872
845	1.434182861
846	1.434125364
847	1.434061168
848	1.434037486
849	1.433965782
850	1.43386045
851	1.433783692
852	1.43365084
853	1.43357609
854	1.433517138
855	1.43336742
856	1.433336748
857	1.433241363
858	1.433136078
859	1.433114841
860	1.433003679
861	1.432948225
862	1.432906505
863	1.432825369
864	1.432678285
865	1.43262594
866	1.432576197
867	1.432551634
868	1.432473378
869	1.432376966
870	1.432315159
871	1.432193463
872	1.432144095
873	1.432029989
874	1.431920065
875	1.431850156
876	1.431788065
877	1.431644292
878	1.431580306
879	1.431433529
880	1.431352406
881	1.431323572
882	1.431298636
883	1.431213883
884	1.43115838
885	1.431086156
886	1.431051844
887	1.430955086
888	1.430877307
889	1.430826618
890	1.430741759
891	1.430637809
892	1.430562448
893	1.430420405
894	1.430395255
895	1.43034693
896	1.430173564
897	1.430131415
898	1.430070176
899	1.429850494
900	1.429817222
901	1.429734094
902	1.429572489
903	1.42950639
904	1.429430704
905	1.429245155
906	1.4291202
907	1.428985632
908	1.428934756
909	1.428888151
910	1.428770844
911	1.428693245
912	1.428623319
913	1.428570764
914	1.428508883
915	1.428443608
916	1.428366944
917	1.428188609
918	1.428071194
919	1.42799361
920	1.427895331
921	1.427783875
922	1.427762672
923	1.4277358
924	1.427599459
925	1.427499297
926	1.427423734
927	1.427345349
928	1.427301036
929	1.427249163
930	1.427176027
931	1.427138308
932	1.427074816
933	1.426992451
934	1.426901727
935	1.4268372
936	1.426801895
937	1.426721086
938	1.426665118
939	1.426598436
940	1.426531709
941	1.426406435
942	1.42632333
943	1.42618549
944	1.426130544
945	1.426076862
946	1.425944263
947	1.42587541
948	1.425830699
949	1.425731899
950	1.425585453
951	1.425465912
952	1.425389032
953	1.425330193
954	1.425288155
955	1.425225368
956	1.425177516
957	1.425100079
958	1.425065569
959	1.424999425
960	1.424955683
961	1.424835692
962	1.424757248
963	1.424707878
964	1.424600991
965	1.424585987
966	1.424560303
967	1.424537301
968	1.424458721
969	1.42437908
970	1.424283783
971	1.424213614
972	1.424126786
973	1.424065081
974	1.424027035
975	1.423894251
976	1.423807896
977	1.423767198
978	1.423691053
979	1.423575223
980	1.423466059
981	1.423396513
982	1.423292254
983	1.42323101
984	1.423150605
985	1.423093461
986	1.422994232
987	1.422922731
988	1.422847649
989	1.422745271
990	1.422718579
991	1.422576957
992	1.422455122
993	1.422417846
994	1.422352801
995	1.422209522
996	1.422146015
997	1.422091334
998	1.42202316
999	1.421817996
